year,id_,happy,hapmar,health,life,satfin,finalter,ballot,income16
2021,4004,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$1 000 TO 2 999
2021,4005,Not too happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot c,$130000 TO $149999
2021,4006,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$170000 OR OVER
2021,4007,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$75000 TO $89999
2021,4008,Not too happy,NOT TOO HAPPY,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$25000 TO 29999
2021,4009,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,$1 000 TO 2 999
2021,4010,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$35000 TO 39999
2021,4011,Pretty happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot c,$60000 TO 74999
2021,4012,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot c,$75000 TO $89999
2021,4013,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,UNDER $1 000
2021,4014,Pretty happy,VERY HAPPY,Fair,Routine,More or less satisfied,Better,Ballot c,$90000 TO $109999
2021,4015,Pretty happy,PRETTY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,4016,Not too happy,.i:  Inapplicable,Fair,Dull,Pretty well satisfied,Better,Ballot c,$40000 TO 49999
2021,4018,Pretty happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Better,Ballot c,$90000 TO $109999
2021,4019,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot c,$12500 TO 14999
2021,4020,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,4021,Pretty happy,VERY HAPPY,Excellent,Exciting,Not satisfied at all,Better,Ballot a,$60000 TO 74999
2021,4022,Not too happy,.i:  Inapplicable,Fair,Dull,Not satisfied at all,Better,Ballot c,UNDER $1 000
2021,4023,Pretty happy,PRETTY HAPPY,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot c,$90000 TO $109999
2021,4024,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$90000 TO $109999
2021,4025,Pretty happy,VERY HAPPY,Poor,Routine,Not satisfied at all,Better,Ballot c,.r:  Refused
2021,4026,Not too happy,.i:  Inapplicable,Fair,Routine,Pretty well satisfied,Stayed same,Ballot a,$35000 TO 39999
2021,4027,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Worse,Ballot c,$90000 TO $109999
2021,4028,Very happy,.i:  Inapplicable,Good,Dull,Pretty well satisfied,Stayed same,Ballot c,UNDER $1 000
2021,4029,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$40000 TO 49999
2021,4031,Pretty happy,NOT TOO HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,4033,Very happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,$35000 TO 39999
2021,4034,Not too happy,.i:  Inapplicable,Poor,Dull,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,4035,Pretty happy,VERY HAPPY,Fair,Routine,More or less satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,4036,Not too happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$30000 TO 34999
2021,4038,Pretty happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Stayed same,Ballot a,$150000 TO $169999
2021,4039,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,4040,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,.d:  Do not Know/Cannot Choose
2021,4042,Pretty happy,PRETTY HAPPY,Fair,Routine,More or less satisfied,Better,Ballot c,$30000 TO 34999
2021,4043,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$40000 TO 49999
2021,4045,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,.r:  Refused
2021,4046,Pretty happy,VERY HAPPY,Fair,Routine,More or less satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,4047,Pretty happy,PRETTY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot a,$20000 TO 22499
2021,4049,Very happy,.i:  Inapplicable,Poor,Routine,More or less satisfied,Better,Ballot a,$50000 TO 59999
2021,4050,Not too happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot c,$75000 TO $89999
2021,4051,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$17500 TO 19999
2021,4052,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$110000 TO $129999
2021,4053,Pretty happy,.i:  Inapplicable,Poor,Dull,More or less satisfied,Stayed same,Ballot a,.s:  Skipped on Web
2021,4055,Very happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$75000 TO $89999
2021,4056,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$110000 TO $129999
2021,4057,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,.s:  Skipped on Web
2021,4058,Pretty happy,.i:  Inapplicable,Fair,Routine,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,4059,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Worse,Ballot c,$90000 TO $109999
2021,4060,Pretty happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Worse,Ballot a,$170000 OR OVER
2021,4061,Very happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot a,$50000 TO 59999
2021,4062,Pretty happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,$60000 TO 74999
2021,4064,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$8 000 TO 9 999
2021,4066,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$25000 TO 29999
2021,4068,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,4069,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,4070,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$60000 TO 74999
2021,4071,Not too happy,.i:  Inapplicable,Fair,Routine,Pretty well satisfied,Stayed same,Ballot c,$75000 TO $89999
2021,4072,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$110000 TO $129999
2021,4073,Very happy,VERY HAPPY,Excellent,Exciting,Not satisfied at all,Worse,Ballot a,$130000 TO $149999
2021,4074,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$110000 TO $129999
2021,4076,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$90000 TO $109999
2021,4077,Pretty happy,NOT TOO HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,4078,Pretty happy,PRETTY HAPPY,Good,Routine,Not satisfied at all,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,4079,Very happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Worse,Ballot c,$3 000 TO 3 999
2021,4080,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,4081,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$130000 TO $149999
2021,4082,Pretty happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot a,$130000 TO $149999
2021,4083,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,4084,Very happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,4085,Very happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Stayed same,Ballot c,$17500 TO 19999
2021,4086,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,.s:  Skipped on Web
2021,4087,Very happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,.s:  Skipped on Web,Ballot c,$1 000 TO 2 999
2021,4088,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$40000 TO 49999
2021,4089,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,4090,Not too happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$25000 TO 29999
2021,4091,Very happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$35000 TO 39999
2021,4092,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,.r:  Refused
2021,4093,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$40000 TO 49999
2021,4094,Very happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot c,$1 000 TO 2 999
2021,4095,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Worse,Ballot a,$40000 TO 49999
2021,4096,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$40000 TO 49999
2021,4097,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,4098,Not too happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$60000 TO 74999
2021,4100,Very happy,VERY HAPPY,Fair,Exciting,More or less satisfied,Stayed same,Ballot c,$150000 TO $169999
2021,4101,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$75000 TO $89999
2021,4102,Very happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot c,$110000 TO $129999
2021,4103,Not too happy,NOT TOO HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$50000 TO 59999
2021,4105,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Better,Ballot c,$60000 TO 74999
2021,4106,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$75000 TO $89999
2021,4107,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Better,Ballot c,$60000 TO 74999
2021,4108,Not too happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$40000 TO 49999
2021,4109,Pretty happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$110000 TO $129999
2021,4110,Not too happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Worse,Ballot c,$110000 TO $129999
2021,4111,Pretty happy,PRETTY HAPPY,Good,Exciting,Not satisfied at all,Worse,Ballot a,.r:  Refused
2021,4112,Very happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot c,$30000 TO 34999
2021,4113,Pretty happy,.i:  Inapplicable,Fair,Dull,More or less satisfied,Stayed same,Ballot a,$17500 TO 19999
2021,4114,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Worse,Ballot a,UNDER $1 000
2021,4116,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$110000 TO $129999
2021,4117,Pretty happy,PRETTY HAPPY,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$60000 TO 74999
2021,4118,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot a,$50000 TO 59999
2021,4120,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,4121,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$170000 OR OVER
2021,4122,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,4123,Not too happy,.i:  Inapplicable,Excellent,Routine,Not satisfied at all,Stayed same,Ballot c,$7 000 TO 7 999
2021,4124,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,$60000 TO 74999
2021,4125,Pretty happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$130000 TO $149999
2021,4126,Very happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,4127,Pretty happy,.i:  Inapplicable,Fair,Dull,Not satisfied at all,Worse,Ballot a,.d:  Do not Know/Cannot Choose
2021,4128,Very happy,VERY HAPPY,Fair,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$90000 TO $109999
2021,4129,Not too happy,.i:  Inapplicable,Fair,Dull,Not satisfied at all,Stayed same,Ballot c,$15000 TO 17499
2021,4130,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Stayed same,Ballot a,$150000 TO $169999
2021,4132,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$40000 TO 49999
2021,4134,Not too happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Better,Ballot c,UNDER $1 000
2021,4135,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$110000 TO $129999
2021,4136,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,.d:  Do not Know/Cannot Choose
2021,4137,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$60000 TO 74999
2021,4138,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$75000 TO $89999
2021,4139,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$150000 TO $169999
2021,4140,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Worse,Ballot c,$50000 TO 59999
2021,4141,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$17500 TO 19999
2021,4142,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,.r:  Refused
2021,4143,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,4144,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Worse,Ballot c,$50000 TO 59999
2021,4145,Pretty happy,PRETTY HAPPY,Fair,Exciting,More or less satisfied,Stayed same,Ballot a,.r:  Refused
2021,4146,Not too happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$20000 TO 22499
2021,4147,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$35000 TO 39999
2021,4148,Very happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot a,$110000 TO $129999
2021,4149,Not too happy,NOT TOO HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$110000 TO $129999
2021,4150,Pretty happy,VERY HAPPY,Fair,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$110000 TO $129999
2021,4151,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot c,.d:  Do not Know/Cannot Choose
2021,4152,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$60000 TO 74999
2021,4153,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,4154,Pretty happy,PRETTY HAPPY,Fair,Routine,Pretty well satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,4155,Pretty happy,.s:  Skipped on Web,Good,Routine,More or less satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,4156,Very happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$25000 TO 29999
2021,4157,Not too happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Stayed same,Ballot a,$40000 TO 49999
2021,4158,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$60000 TO 74999
2021,4159,Pretty happy,PRETTY HAPPY,Good,Dull,More or less satisfied,Better,Ballot a,$60000 TO 74999
2021,4160,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,4161,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,4162,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$75000 TO $89999
2021,4163,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$90000 TO $109999
2021,4164,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$75000 TO $89999
2021,4165,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,4166,Very happy,VERY HAPPY,Fair,Routine,Pretty well satisfied,Stayed same,Ballot a,$60000 TO 74999
2021,4167,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$90000 TO $109999
2021,4168,Not too happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,4169,Not too happy,VERY HAPPY,Good,Exciting,Not satisfied at all,Stayed same,Ballot a,$110000 TO $129999
2021,4170,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$110000 TO $129999
2021,4171,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$60000 TO 74999
2021,4172,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot a,$40000 TO 49999
2021,4173,Not too happy,PRETTY HAPPY,Fair,Routine,Not satisfied at all,Better,Ballot a,$90000 TO $109999
2021,4174,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$75000 TO $89999
2021,4175,Pretty happy,.i:  Inapplicable,Excellent,Routine,Not satisfied at all,Stayed same,Ballot c,$20000 TO 22499
2021,4176,Very happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$75000 TO $89999
2021,4177,Very happy,VERY HAPPY,Excellent,Exciting,Not satisfied at all,Stayed same,Ballot c,$75000 TO $89999
2021,4178,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$60000 TO 74999
2021,4179,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$75000 TO $89999
2021,4180,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$60000 TO 74999
2021,4181,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot c,$60000 TO 74999
2021,4182,Pretty happy,PRETTY HAPPY,Good,Routine,Not satisfied at all,Worse,Ballot c,$40000 TO 49999
2021,4183,Not too happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,4184,Pretty happy,VERY HAPPY,Fair,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$17500 TO 19999
2021,4185,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$60000 TO 74999
2021,4186,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Better,Ballot c,$50000 TO 59999
2021,4187,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,4188,Pretty happy,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.r:  Refused
2021,4190,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,4191,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,$50000 TO 59999
2021,4193,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,4194,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot a,$15000 TO 17499
2021,4195,Pretty happy,.i:  Inapplicable,Fair,Routine,Pretty well satisfied,Stayed same,Ballot a,$35000 TO 39999
2021,4196,Not too happy,.i:  Inapplicable,Poor,Routine,More or less satisfied,Stayed same,Ballot c,$30000 TO 34999
2021,4197,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$110000 TO $129999
2021,4198,Very happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot c,$90000 TO $109999
2021,4199,Pretty happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,$25000 TO 29999
2021,4200,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$40000 TO 49999
2021,4201,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$110000 TO $129999
2021,4202,.s:  Skipped on Web,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,4203,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.r:  Refused
2021,4204,Pretty happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Better,Ballot c,$150000 TO $169999
2021,4205,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,4206,Very happy,VERY HAPPY,Fair,Dull,Not satisfied at all,Stayed same,Ballot a,$30000 TO 34999
2021,4207,Pretty happy,PRETTY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,$75000 TO $89999
2021,4208,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$110000 TO $129999
2021,4209,Not too happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Worse,Ballot c,UNDER $1 000
2021,4210,Pretty happy,VERY HAPPY,Good,Dull,More or less satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,4211,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,4214,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,.d:  Do not Know/Cannot Choose
2021,4215,Pretty happy,VERY HAPPY,Fair,Routine,More or less satisfied,Better,Ballot a,$75000 TO $89999
2021,4216,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Stayed same,Ballot c,$7 000 TO 7 999
2021,4217,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$20000 TO 22499
2021,4218,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Worse,Ballot a,$75000 TO $89999
2021,4219,Pretty happy,PRETTY HAPPY,Fair,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$50000 TO 59999
2021,4220,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,4221,Not too happy,.i:  Inapplicable,Excellent,Exciting,Not satisfied at all,Better,Ballot c,$50000 TO 59999
2021,4222,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$170000 OR OVER
2021,4223,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot c,$90000 TO $109999
2021,4225,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot a,$15000 TO 17499
2021,4227,Pretty happy,PRETTY HAPPY,Fair,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$17500 TO 19999
2021,4228,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$130000 TO $149999
2021,4229,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$40000 TO 49999
2021,4230,Very happy,VERY HAPPY,Good,Routine,Not satisfied at all,Worse,Ballot c,$30000 TO 34999
2021,4231,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,$30000 TO 34999
2021,4232,Not too happy,PRETTY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,4233,Not too happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot c,.d:  Do not Know/Cannot Choose
2021,4235,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,4236,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$150000 TO $169999
2021,4237,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,UNDER $1 000
2021,4238,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$150000 TO $169999
2021,4239,Not too happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Worse,Ballot a,UNDER $1 000
2021,4240,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$60000 TO 74999
2021,4241,Pretty happy,VERY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,4242,Very happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$50000 TO 59999
2021,4243,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,4244,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$150000 TO $169999
2021,4245,Pretty happy,VERY HAPPY,Fair,Routine,More or less satisfied,Better,Ballot c,$75000 TO $89999
2021,4246,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$75000 TO $89999
2021,4247,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,$12500 TO 14999
2021,4248,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$40000 TO 49999
2021,4249,Not too happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot a,$170000 OR OVER
